TIME,price,volume,CNT,volbar,ema_price,VWAP
2014-01-02 16:21:29.719,102.0359,4813,3,8784,102.0409,102.0393
2014-01-02 16:26:29.719,102.0944,108,3,1657,102.0917,102.0825
2014-01-02 16:31:29.719,102.1652,1351,2,2480,102.1616,102.1619
2014-01-02 16:36:29.719,102.2038,228,2,5017,102.2017,102.2027
2014-01-02 16:41:29.719,102.1763,825,4,2309,102.1776,102.179
2014-01-02 16:46:29.719,102.1398,1091,2,7612,102.1417,102.1404
2014-01-02 16:51:29.719,102.0498,612,5,0,102.0544,102.1404
2014-01-02 16:56:29.719,102.0498,612,0,6969,102.05,102.05
2014-01-02 17:01:29.719,102.0444,989,5,2719,102.0447,102.045
2014-01-02 17:06:29.719,102.0421,2532,5,4538,102.0422,102.0422
2014-01-02 17:11:29.719,101.9611,1610,3,1687,101.9652,101.971
2014-01-02 17:16:29.719,102.0345,450,2,7284,102.031,102.0337
2014-01-02 17:21:29.719,102.1561,1357,4,8866,102.1499,102.1512
2014-01-02 17:26:29.719,102.1027,2499,5,5548,102.105,102.1064
2014-01-02 17:31:29.719,101.9759,403,4,1670,101.9824,101.9958
2014-01-02 17:36:29.719,101.8829,256,3,2996,101.8879,101.8865
2014-01-02 17:41:29.719,101.8539,989,4,989,101.8556,101.8583
2014-01-02 17:46:29.719,101.8169,662,1,3013,101.8188,101.8177
2014-01-02 17:51:29.719,101.632,486,3,3230,101.6414,101.6405
2014-01-02 17:56:29.719,101.6119,186,3,4624,101.6134,101.6129
2014-01-02 18:01:29.719,101.5035,934,6,1251,101.509,101.5211
2014-01-02 18:06:29.719,101.5033,17,2,2322,101.5036,101.5038
2014-01-02 18:11:29.719,101.5312,1922,2,3608,101.5298,101.5303
2014-01-02 18:16:29.719,101.5176,1080,3,4694,101.5182,101.5181
2014-01-02 18:21:29.719,101.4569,71,5,4594,101.4599,101.4599
2014-01-02 18:26:29.719,101.4249,923,2,3669,101.4266,101.4271
2014-01-02 18:31:29.719,101.2255,330,6,6950,101.2355,101.231
2014-01-02 18:36:29.719,101.2206,1606,4,1606,101.2214,101.2225
2014-01-02 18:41:29.719,101.2312,1601,1,2103,101.2307,101.2308
2014-01-02 18:46:29.719,101.1987,99,4,1018,101.2003,101.2019
2014-01-02 18:51:29.719,101.2641,1642,2,3761,101.2609,101.2632
2014-01-02 18:56:29.719,101.1765,432,3,5152,101.1807,101.1796
2014-01-02 19:01:29.719,100.9488,1047,5,2809,100.9604,100.9688
2014-01-02 19:06:29.719,100.8454,1790,3,3084,100.8512,100.8513
2014-01-02 19:11:29.719,100.8709,284,2,1675,100.8699,100.8692
2014-01-02 19:16:29.719,101.0048,166,3,4468,100.9981,101.0021
2014-01-02 19:21:29.719,100.9877,94,6,3752,100.9883,100.9886
2014-01-02 19:26:29.719,100.8329,1459,3,6153,100.8407,100.8378
2014-01-02 19:31:29.719,100.9249,117,4,886,100.9207,100.9019
2014-01-02 19:36:29.719,100.9492,762,3,762,100.9477,100.9457
2014-01-02 19:41:29.719,100.8301,1963,1,0,100.836,100.9457
2014-01-02 19:46:29.719,100.8301,1963,0,3925,100.8304,100.8302
2014-01-02 19:51:29.719,100.7964,96,4,992,100.7981,100.802
2014-01-02 19:56:29.719,100.53,1171,3,5337,100.5434,100.533
2014-01-02 20:01:29.719,100.5764,256,5,3271,100.5747,100.5731
2014-01-02 20:06:29.719,100.5737,292,3,1257,100.5738,100.5737
2014-01-02 20:11:29.719,100.7469,1253,2,1253,100.7382,100.7375
2014-01-02 20:16:29.719,100.7375,742,1,1455,100.7376,100.7375
2014-01-02 20:21:29.719,100.7478,1283,2,2174,100.7473,100.7475
2014-01-02 20:26:29.719,100.7482,897,3,3235,100.7481,100.7481
2014-01-02 20:31:29.719,100.6632,2681,2,9808,100.6675,100.6647
2014-01-02 20:36:29.719,100.6226,39,5,4883,100.6249,100.6265
2014-01-02 20:41:29.719,100.5921,1294,3,6099,100.5937,100.5935
2014-01-02 20:46:29.719,100.6321,3070,3,7512,100.6302,100.6306
2014-01-02 20:51:29.719,100.7369,1721,5,1721,100.7316,100.7172
2014-01-02 20:56:29.719,100.6054,615,1,3926,100.6117,100.6083
2014-01-02 21:01:29.719,100.5456,921,4,2012,100.5489,100.5513
2014-01-02 21:06:29.719,100.6944,2140,3,5706,100.6871,100.6917
2014-01-02 21:11:29.719,100.7558,569,3,569,100.7524,100.7341
2014-01-02 21:16:29.719,100.6846,502,1,2391,100.688,100.6855
2014-01-02 21:21:29.719,100.5195,191,4,1878,100.5279,100.5296
2014-01-02 21:26:29.719,100.4682,649,4,0,100.4712,100.5296
2014-01-02 21:31:29.719,100.4682,649,0,649,100.4683,100.4687
2014-01-02 21:36:29.719,100.3032,26,1,3862,100.3114,100.3046
2014-01-02 21:41:29.719,100.1657,1972,4,4878,100.173,100.171
2014-01-02 21:46:29.719,100.3286,273,4,4983,100.3208,100.3209
2014-01-02 21:51:29.719,100.1976,2260,4,5946,100.2038,100.2028
2014-01-02 21:56:29.719,100.2315,316,3,11003,100.2302,100.2308
2014-01-02 22:01:29.719,100.2597,1382,6,1382,100.2582,100.2513
2014-01-02 22:06:29.719,100.2571,785,1,3650,100.2571,100.2569
2014-01-02 22:11:29.719,100.3152,699,3,2087,100.3123,100.3104
2014-01-02 22:16:29.719,100.3341,1172,4,2563,100.3331,100.3331
2014-01-02 22:21:29.719,100.3918,1611,2,3852,100.3889,100.3898
2014-01-02 22:26:29.719,100.4616,3775,3,3790,100.4579,100.458
2014-01-02 22:31:29.719,100.6341,505,2,505,100.6252,100.5842
2014-01-02 22:36:29.719,100.5237,1173,1,7100,100.5288,100.524
2014-01-02 22:41:29.719,100.5413,44,6,611,100.5407,100.5349
2014-01-02 22:46:29.719,100.6701,128,2,128,100.6636,100.633
2014-01-02 22:51:29.719,100.8516,669,1,669,100.8422,100.8488
2014-01-02 22:56:29.719,100.8926,463,1,3642,100.8901,100.8922
2014-01-02 23:01:29.719,100.7738,422,5,689,100.7796,100.7987
2014-01-02 23:06:29.719,100.7305,114,3,114,100.733,100.7494
2014-01-02 23:11:29.719,100.6659,1410,1,5642,100.6692,100.666
2014-01-02 23:16:29.719,100.62,222,4,786,100.6224,100.6321
2014-01-02 23:21:29.719,100.6364,3268,2,7083,100.6357,100.6363
2014-01-02 23:26:29.719,100.712,1913,5,8184,100.7081,100.7088
2014-01-02 23:31:29.719,100.8259,91,5,1379,100.82,100.7982
2014-01-02 23:36:29.719,100.916,189,3,3960,100.9112,100.9134
2014-01-02 23:41:29.719,100.9529,577,4,844,100.9508,100.9453
2014-01-02 23:46:29.719,101.015,387,2,387,101.0118,101.0067
2014-01-02 23:51:29.719,101.0185,959,1,2118,101.0182,101.0184
2014-01-02 23:56:29.719,101.0313,999,3,5112,101.0307,101.0311
2014-01-03 00:01:29.719,101.0601,557,3,955,101.0586,101.0538
2014-01-03 00:06:29.719,101.025,4522,3,11677,101.0266,101.0251
2014-01-03 00:11:29.719,100.9036,1862,5,3650,100.9098,100.9205
2014-01-03 00:16:29.719,100.9494,698,4,11183,100.9474,100.9489
2014-01-03 00:21:29.719,100.8322,253,7,7935,100.838,100.84
2014-01-03 00:26:29.719,100.917,1468,4,2743,100.913,100.9067
2014-01-03 00:31:29.719,100.8625,1440,3,1440,100.8651,100.8669
2014-01-03 00:36:29.719,100.7461,2825,1,9270,100.752,100.7471
2014-01-03 00:41:29.719,100.6643,1175,4,2388,100.6687,100.6778
2014-01-03 00:46:29.719,100.443,899,3,7225,100.4542,100.4475
2014-01-03 00:51:29.719,100.2993,37,4,2630,100.307,100.3175
2014-01-03 00:56:29.719,100.3469,836,3,9319,100.3449,100.3464
2014-01-03 01:01:29.719,100.418,4955,7,7636,100.4144,100.4139
2014-01-03 01:06:29.719,100.457,3228,5,5694,100.4549,100.4542
2014-01-03 01:11:29.719,100.4377,2550,5,2676,100.4386,100.4394
2014-01-03 01:16:29.719,100.4683,614,2,2500,100.4668,100.4667
2014-01-03 01:21:29.719,100.5929,311,4,557,100.5866,100.5687
2014-01-03 01:26:29.719,100.5235,531,3,906,100.5267,100.5252
2014-01-03 01:31:29.719,100.4938,311,2,4512,100.4955,100.4942
2014-01-03 01:36:29.719,100.5359,416,5,1105,100.5339,100.5288
2014-01-03 01:41:29.719,100.4847,467,3,467,100.4871,100.4902
2014-01-03 01:46:29.719,100.436,1056,1,9038,100.4385,100.4362
2014-01-03 01:51:29.719,100.4415,638,6,1736,100.4414,100.4404
2014-01-03 01:56:29.719,100.2792,1438,2,4640,100.2873,100.2829
2014-01-03 02:01:29.719,100.338,318,5,415,100.3354,100.3179
2014-01-03 02:06:29.719,100.3627,1304,2,3294,100.3613,100.3623
2014-01-03 02:11:29.719,100.4428,4846,2,5531,100.4387,100.4404
2014-01-03 02:16:29.719,100.4156,1887,4,3602,100.4168,100.4175
2014-01-03 02:21:29.719,100.3582,523,2,6456,100.3611,100.3599
2014-01-03 02:26:29.719,100.315,378,5,2722,100.3173,100.3198
2014-01-03 02:31:29.719,100.1361,408,4,2783,100.1451,100.1456
2014-01-03 02:36:29.719,100.0566,4627,3,5004,100.0611,100.0592
2014-01-03 02:41:29.719,99.89853,331,2,331,99.90666,99.96883
2014-01-03 02:46:29.719,99.85437,196,1,1436,99.85698,99.85667
2014-01-03 02:51:29.719,99.85454,121,2,905,99.85466,99.8547
2014-01-03 02:56:29.719,99.86761,1687,2,2565,99.86696,99.86737
2014-01-03 03:01:29.719,99.87699,1655,2,7917,99.87649,99.87684
2014-01-03 03:06:29.719,99.89662,1414,6,3112,99.89562,99.89436
2014-01-03 03:11:29.719,99.87398,1885,4,2838,99.87506,99.87517
2014-01-03 03:16:29.719,99.83535,566,3,5312,99.83733,99.83645
2014-01-03 03:21:29.719,99.77745,1269,3,4175,99.78044,99.78107
2014-01-03 03:26:29.719,99.69062,692,6,3395,99.69511,99.69618
2014-01-03 03:31:29.719,99.71896,74,3,645,99.71777,99.71397
2014-01-03 03:36:29.719,99.8101,174,2,3540,99.80548,99.80899
2014-01-03 03:41:29.719,100.0249,1333,3,1333,100.014,99.99937
2014-01-03 03:46:29.719,100.0802,773,1,773,100.0769,100.073
2014-01-03 03:51:29.719,99.97864,451,1,3984,99.98356,99.97964
2014-01-03 03:56:29.719,99.98595,109,4,828,99.98583,99.98472
2014-01-03 04:01:29.719,99.90018,2412,2,4343,99.90446,99.90117
2014-01-03 04:06:29.719,99.89652,2037,4,10132,99.89692,99.89662
2014-01-03 04:11:29.719,99.95139,439,5,4442,99.94866,99.94567
2014-01-03 04:16:29.719,100.0018,897,6,11976,99.99916,100.0007
2014-01-03 04:21:29.719,100.0674,1055,8,6399,100.064,100.0616
2014-01-03 04:26:29.719,100.0683,3160,3,3593,100.068,100.0677
2014-01-03 04:31:29.719,100.1755,1481,2,1481,100.1702,100.1629
2014-01-03 04:36:29.719,100.3115,375,1,3728,100.3044,100.3082
2014-01-03 04:41:29.719,100.036,499,4,610,100.0494,100.1008
2014-01-03 04:46:29.719,99.96772,1420,2,2614,99.97181,99.96973
2014-01-03 04:51:29.719,99.79682,959,3,4882,99.80557,99.8014
2014-01-03 04:56:29.719,99.67956,705,5,3955,99.68586,99.68682
2014-01-03 05:01:29.719,99.65149,131,4,131,99.6532,99.67326
2014-01-03 05:06:29.719,99.65971,1141,1,1141,99.65938,99.65991
2014-01-03 05:11:29.719,99.73234,1795,1,9059,99.72869,99.73188
2014-01-03 05:16:29.719,99.62328,2111,3,4737,99.62855,99.63282
2014-01-03 05:21:29.719,99.55878,575,4,575,99.56227,99.58181
2014-01-03 05:26:29.719,99.6173,698,1,2083,99.61455,99.6166
2014-01-03 05:31:29.719,99.55518,1976,3,2525,99.55814,99.55766
2014-01-03 05:36:29.719,99.54841,952,2,6411,99.5489,99.5486
2014-01-03 05:41:29.719,99.37524,2035,4,4230,99.38393,99.38769
2014-01-03 05:46:29.719,99.28664,2043,3,4668,99.29151,99.29135
2014-01-03 05:51:29.719,99.39268,362,5,2084,99.38762,99.38203
2014-01-03 05:56:29.719,99.29947,61,2,1306,99.30388,99.30623
2014-01-03 06:01:29.719,99.39343,1057,2,4477,99.38895,99.39207
2014-01-03 06:06:29.719,99.40874,454,5,3615,99.40775,99.40776
2014-01-03 06:11:29.719,99.40572,572,3,2884,99.40582,99.40585
2014-01-03 06:16:29.719,99.19776,1261,4,1283,99.20816,99.22003
2014-01-03 06:21:29.719,99.1842,916,2,2165,99.1854,99.18535
2014-01-03 06:26:29.719,99.27747,1191,3,6211,99.27287,99.27584
2014-01-03 06:31:29.719,99.23003,90,4,3470,99.23217,99.23386
2014-01-03 06:36:29.719,99.14545,2336,3,5175,99.14978,99.14857
2014-01-03 06:41:29.719,99.19072,1176,3,1641,99.18868,99.1848
2014-01-03 06:46:29.719,99.21437,1900,2,2284,99.21309,99.21319
2014-01-03 06:51:29.719,99.25862,701,2,5790,99.25635,99.25771
2014-01-03 06:56:29.719,99.31962,2009,3,5202,99.31646,99.3163
2014-01-03 07:01:29.719,99.35301,1446,2,3819,99.35119,99.35055
2014-01-03 07:06:29.719,99.31536,619,3,1318,99.31715,99.32009
2014-01-03 07:11:29.719,99.23551,909,4,5277,99.23959,99.23671
2014-01-03 07:16:29.719,99.23377,1215,8,1215,99.23406,99.2343
2014-01-03 07:21:29.719,99.05112,976,1,5667,99.06026,99.05348
2014-01-03 07:26:29.719,98.86982,1046,4,8150,98.87934,98.87607
2014-01-03 07:31:29.719,98.96187,1074,6,1126,98.95774,98.93848
2014-01-03 07:36:29.719,98.77871,251,2,5413,98.78766,98.78096
2014-01-03 07:41:29.719,98.86897,2050,7,2585,98.86491,98.86053
2014-01-03 07:46:29.719,98.87022,193,3,3549,98.86996,98.86985
2014-01-03 07:51:29.719,98.87561,772,3,11959,98.87533,98.87553
2014-01-03 07:56:29.719,99.03429,245,6,3050,99.02634,99.00793
2014-01-03 08:01:29.719,99.09545,674,3,1876,99.09199,99.08767
2014-01-03 08:06:29.719,99.18282,16,3,3769,99.17828,99.18029
2014-01-03 08:11:29.719,99.17046,1079,4,5542,99.17085,99.17079
2014-01-03 08:16:29.719,99.16674,541,6,5178,99.16694,99.16695
2014-01-03 08:21:29.719,99.10272,1898,5,4528,99.10593,99.10638
2014-01-03 08:26:29.719,99.09929,2847,3,6045,99.09962,99.09956
2014-01-03 08:31:29.719,99.13781,829,3,3445,99.1359,99.13461
2014-01-03 08:36:29.719,99.08951,175,3,175,99.09183,99.11287
2014-01-03 08:41:29.719,99.14356,328,1,1330,99.14098,99.14315
2014-01-03 08:46:29.719,99.05417,1781,2,1781,99.05851,99.05741
2014-01-03 08:51:29.719,99.07073,1215,1,3810,99.07012,99.07042
2014-01-03 08:56:29.719,99.01381,2397,4,3098,99.01663,99.01716
2014-01-03 09:01:29.719,99.21196,477,2,3692,99.20219,99.20364
2014-01-03 09:06:29.719,99.21489,921,3,1780,99.21425,99.21379
2014-01-03 09:11:29.719,99.27941,1623,2,7507,99.27615,99.27856
2014-01-03 09:16:29.719,99.20098,171,6,1787,99.20474,99.21459
2014-01-03 09:21:29.719,99.19731,5821,2,6063,99.19768,99.19761
2014-01-03 09:26:29.719,99.27126,902,2,5176,99.26758,99.26712
2014-01-03 09:31:29.719,99.43135,989,3,989,99.42316,99.3957
2014-01-03 09:36:29.719,99.45561,1565,1,8076,99.45399,99.45514
2014-01-03 09:41:29.719,99.50585,1563,7,3825,99.50325,99.50097
2014-01-03 09:46:29.719,99.43537,245,3,4247,99.43877,99.43849
2014-01-03 09:51:29.719,99.5574,789,4,789,99.55147,99.5312
2014-01-03 09:56:29.719,99.60753,790,1,1571,99.60473,99.60515
2014-01-03 10:01:29.719,99.60681,470,2,1535,99.60671,99.60673
2014-01-03 10:06:29.719,99.51161,956,3,956,99.51637,99.51903
2014-01-03 10:11:29.719,99.38716,862,1,3570,99.39362,99.38905
2014-01-03 10:16:29.719,99.48204,83,4,2181,99.47762,99.47492
2014-01-03 10:21:29.719,99.70762,6629,3,9396,99.69612,99.70473
2014-01-03 10:26:29.719,99.64749,1566,4,1887,99.64993,99.65902
2014-01-03 10:31:29.719,99.62765,341,2,4937,99.62877,99.62839
2014-01-03 10:36:29.719,99.587,333,4,11012,99.58909,99.58793
2014-01-03 10:41:29.719,99.56399,62,9,62,99.56525,99.58556
2014-01-03 10:46:29.719,99.50605,421,1,3998,99.50901,99.50666
2014-01-03 10:51:29.719,99.4882,13,5,952,99.48924,99.49142
2014-01-03 10:56:29.719,99.46089,352,3,5558,99.46231,99.46121
2014-01-03 11:01:29.719,99.54324,578,4,578,99.53919,99.51642
2014-01-03 11:06:29.719,99.38888,1754,1,6070,99.39639,99.38977
2014-01-03 11:11:29.719,99.45859,2708,4,4562,99.45548,99.45427
2014-01-03 11:16:29.719,99.42633,327,4,327,99.42778,99.43825
2014-01-03 11:21:29.719,99.43781,1775,1,1775,99.43731,99.43782
2014-01-03 11:26:29.719,99.36739,314,1,3164,99.37088,99.36934
2014-01-03 11:31:29.719,99.32724,131,2,4755,99.32942,99.32863
2014-01-03 11:36:29.719,99.29635,965,4,6938,99.298,99.29745
2014-01-03 11:41:29.719,99.45552,1347,4,4106,99.44765,99.44281
2014-01-03 11:46:29.719,99.50917,906,6,5690,99.5061,99.50667
2014-01-03 11:51:29.719,99.21268,2323,5,6742,99.22735,99.22503
2014-01-03 11:56:29.719,99.01343,182,4,4092,99.02412,99.03018
2014-01-03 12:01:29.719,98.85475,63,3,4610,98.86322,98.86281
2014-01-03 12:06:29.719,98.80595,2449,4,6516,98.80881,98.80798
2014-01-03 12:11:29.719,98.816,810,4,0,98.81564,98.80798
2014-01-03 12:16:29.719,98.816,810,0,3910,98.81598,98.81597
2014-01-03 12:21:29.719,98.7733,3578,5,11553,98.77543,98.77401
2014-01-03 12:26:29.719,98.78642,393,5,1028,98.78587,98.78191
2014-01-03 12:31:29.719,98.73425,1284,2,1628,98.73683,98.7365
2014-01-03 12:36:29.719,98.67263,354,2,7536,98.67584,98.67335
2014-01-03 12:41:29.719,98.76651,508,4,2093,98.76198,98.75216
2014-01-03 12:46:29.719,98.80175,1141,2,2545,98.79976,98.79945
2014-01-03 12:51:29.719,98.8078,1197,3,1197,98.8074,98.80696
2014-01-03 12:56:29.719,98.80233,1047,1,9307,98.80259,98.80237
2014-01-03 13:01:29.719,98.73022,135,4,445,98.73384,98.76723
2014-01-03 13:06:29.719,98.75848,2004,2,3772,98.75725,98.75859
2014-01-03 13:11:29.719,98.91872,1276,3,9477,98.91064,98.91555
2014-01-03 13:16:29.719,98.98308,218,4,5028,98.97946,98.97716
2014-01-03 13:21:29.719,99.06537,141,5,8653,99.06108,99.06265
2014-01-03 13:26:29.719,99.02677,34,5,2475,99.02849,99.03225
2014-01-03 13:31:29.719,98.99447,382,4,2080,98.99617,98.99695
2014-01-03 13:36:29.719,98.94548,753,3,1645,98.94802,98.94874
2014-01-03 13:41:29.719,98.91185,242,2,2585,98.91365,98.91306
2014-01-03 13:46:29.719,98.80662,452,3,655,98.81197,98.82465
2014-01-03 13:51:29.719,98.76809,313,2,4762,98.77028,98.76855
2014-01-03 13:56:29.719,98.59777,1052,5,3431,98.6064,98.60894
2014-01-03 14:01:29.719,98.57737,37,3,37,98.57883,98.60365
2014-01-03 14:06:29.719,98.52698,334,1,795,98.52958,98.52803
2014-01-03 14:11:29.719,98.72236,1614,4,3149,98.71272,98.7199
2014-01-03 14:16:29.719,98.60764,1698,2,5913,98.6129,98.61059
2014-01-03 14:21:29.719,98.5715,483,5,2813,98.57357,98.5753
2014-01-03 14:26:29.719,98.5163,2294,3,3142,98.51916,98.51909
2014-01-03 14:31:29.719,98.54451,2576,3,15457,98.54324,98.54424
2014-01-03 14:36:29.719,98.62467,159,8,2679,98.6206,98.60651
2014-01-03 14:41:29.719,98.67881,3190,3,3190,98.6759,98.67509
2014-01-03 14:46:29.719,98.59554,605,1,5063,98.59956,98.5981
2014-01-03 14:51:29.719,98.56226,3404,2,6674,98.56413,98.56361
2014-01-03 14:56:29.719,98.5508,803,3,0,98.55146,98.56361
2014-01-03 15:01:29.719,98.5508,803,0,803,98.55083,98.55107
2014-01-03 15:06:29.719,98.81355,639,1,1380,98.80042,98.80598
2014-01-03 15:11:29.719,98.8329,798,3,6489,98.83128,98.83261
2014-01-03 15:16:29.719,98.77747,748,2,3023,98.78016,98.78287
2014-01-03 15:21:29.719,98.91233,202,3,202,98.90572,98.85363
2014-01-03 15:26:29.719,98.90522,837,1,7945,98.90524,98.9051
2014-01-03 15:31:29.719,99.05221,4538,4,5369,99.04487,99.04206
2014-01-03 15:36:29.719,99.0877,2131,4,6622,99.08556,99.0858
2014-01-03 15:41:29.719,99.18184,1422,5,5654,99.17703,99.17631
2014-01-03 15:46:29.719,99.0736,68,3,3774,99.07877,99.08117
2014-01-03 15:51:29.719,99.0299,166,5,2741,99.03234,99.03345
2014-01-03 15:56:29.719,98.9618,295,3,295,98.96533,98.98565
2014-01-03 16:01:29.719,99.07741,668,1,1061,99.07181,99.07554
2014-01-03 16:06:29.719,99.18919,1410,2,4853,99.18332,99.18794
2014-01-03 16:11:29.719,99.2095,1552,5,3796,99.20819,99.20819
2014-01-03 16:16:29.719,99.33934,545,4,4606,99.33278,99.33383
2014-01-03 16:21:29.719,99.58119,3096,6,5194,99.56877,99.57025
2014-01-03 16:26:29.719,99.5703,2382,6,4542,99.57023,99.5703
2014-01-03 16:31:29.719,99.6912,573,3,5733,99.68515,99.68633
2014-01-03 16:36:29.719,99.71719,584,3,5282,99.71559,99.71554
2014-01-03 16:41:29.719,99.73132,932,4,932,99.73054,99.72769
2014-01-03 16:46:29.719,99.6886,452,1,452,99.6907,99.69322
2014-01-03 16:51:29.719,99.65519,801,1,1030,99.65696,99.65611
2014-01-03 16:56:29.719,99.65899,929,4,5790,99.65889,99.65897
2014-01-03 17:01:29.719,99.58324,209,4,1640,99.58702,99.59469
2014-01-03 17:06:29.719,99.41306,122,3,146,99.42175,99.48538
2014-01-03 17:11:29.719,99.31058,845,2,2130,99.31613,99.31157
2014-01-03 17:16:29.719,99.33188,71,3,2471,99.33109,99.33103
2014-01-03 17:21:29.719,99.55899,3680,3,7859,99.5476,99.55531
2014-01-03 17:26:29.719,99.57719,771,5,771,99.57571,99.56972
2014-01-03 17:31:29.719,99.44179,1541,1,4385,99.44849,99.44348
2014-01-03 17:36:29.719,99.39409,78,4,1398,99.39681,99.40086
2014-01-03 17:41:29.719,99.29667,832,2,0,99.30167,99.40086
2014-01-03 17:46:29.719,99.29667,832,0,5706,99.29692,99.29674
2014-01-03 17:51:29.719,99.49689,1996,5,5937,99.4869,99.48771
2014-01-03 17:56:29.719,99.54777,5830,3,6919,99.54473,99.54518
2014-01-03 18:01:29.719,99.52401,200,2,452,99.52505,99.53342
2014-01-03 18:06:29.719,99.47116,1424,2,6436,99.47386,99.47155
2014-01-03 18:11:29.719,99.43061,3252,5,3903,99.43278,99.43375
2014-01-03 18:16:29.719,99.62828,394,3,394,99.61851,99.56037
2014-01-03 18:21:29.719,99.42183,1697,1,2512,99.43166,99.42348
2014-01-03 18:26:29.719,99.48854,559,3,2516,99.48569,99.48541
2014-01-03 18:31:29.719,99.38913,2367,4,4101,99.39396,99.39213
2014-01-03 18:36:29.719,99.46577,314,3,2371,99.46218,99.45974
2014-01-03 18:41:29.719,99.33657,52,5,52,99.34285,99.42438
2014-01-03 18:46:29.719,99.41818,1896,1,5394,99.41442,99.4182
2014-01-03 18:51:29.719,99.46108,666,3,666,99.45874,99.4487
2014-01-03 18:56:29.719,99.53194,487,1,7385,99.52828,99.53141
2014-01-03 19:01:29.719,99.52266,77,5,284,99.52294,99.52762
2014-01-03 19:06:29.719,99.37371,2366,2,9348,99.38117,99.37425
2014-01-03 19:11:29.719,99.45535,454,6,6750,99.45164,99.45008
2014-01-03 19:16:29.719,99.38705,4249,5,0,99.39028,99.45008
2014-01-03 19:21:29.719,99.38705,4249,0,5186,99.38721,99.38727
2014-01-03 19:26:29.719,99.31296,1481,4,3815,99.31667,99.3177
2014-01-03 19:31:29.719,99.35089,132,3,132,99.34918,99.33075
2014-01-03 19:36:29.719,99.36888,418,1,4917,99.36789,99.36875
2014-01-03 19:41:29.719,99.28383,895,3,3891,99.28803,99.28889
2014-01-03 19:46:29.719,99.23742,844,3,1274,99.23995,99.24461
2014-01-03 19:51:29.719,99.15107,84,2,5243,99.15551,99.15237
2014-01-03 19:56:29.719,99.13679,1347,4,0,99.13773,99.15237
2014-01-03 20:01:29.719,99.13679,1347,0,1885,99.13684,99.1369
2014-01-03 20:06:29.719,99.15595,390,3,12600,99.155,99.15581
2014-01-03 20:11:29.719,99.28137,115,7,115,99.27505,99.17507
2014-01-03 20:16:29.719,99.19845,2304,1,3717,99.20228,99.19822
2014-01-03 20:21:29.719,99.27716,2403,4,0,99.27341,99.19822
2014-01-03 20:26:29.719,99.27716,2403,0,3480,99.27697,99.27695
2014-01-03 20:31:29.719,99.0282,1833,2,1833,99.04064,99.04982
2014-01-03 20:36:29.719,99.10963,679,1,2320,99.10618,99.10715
2014-01-03 20:41:29.719,99.3407,906,4,6276,99.32898,99.33628
2014-01-03 20:46:29.719,99.24129,1147,6,2780,99.24568,99.2511
2014-01-03 20:51:29.719,99.22238,419,2,2312,99.22354,99.22418
2014-01-03 20:56:29.719,99.28933,588,2,1033,99.28604,99.28238
2014-01-03 21:01:29.719,99.27821,567,2,567,99.2786,99.2786
2014-01-03 21:06:29.719,99.25933,2364,1,2918,99.2603,99.25954
2014-01-03 21:11:29.719,99.35126,1464,4,1464,99.34671,99.34287
2014-01-03 21:16:29.719,99.40894,1578,1,12292,99.40583,99.40851
2014-01-03 21:21:29.719,99.16355,1763,7,2755,99.17567,99.20847
2014-01-03 21:26:29.719,99.17009,132,2,4078,99.17037,99.17162
2014-01-03 21:31:29.719,99.2564,1089,4,3951,99.2521,99.25208
2014-01-03 21:36:29.719,99.26721,1740,2,0,99.26646,99.25208
2014-01-03 21:41:29.719,99.26721,1740,0,1740,99.26718,99.26712
2014-01-03 21:46:29.719,99.22586,4628,1,5368,99.22792,99.22652
2014-01-03 21:51:29.719,99.17875,1470,5,1470,99.18121,99.18623
2014-01-03 21:56:29.719,99.40396,905,1,2432,99.39282,99.39643
2014-01-03 22:01:29.719,99.26668,730,3,1897,99.27298,99.27476
2014-01-03 22:06:29.719,99.36989,2092,5,5847,99.36504,99.36827
2014-01-03 22:11:29.719,99.38446,2281,5,2726,99.38349,99.38287
2014-01-03 22:16:29.719,99.44638,1218,3,5124,99.44324,99.44456
2014-01-03 22:21:29.719,99.25162,361,4,1992,99.2612,99.27418
2014-01-03 22:26:29.719,99.19977,737,4,8218,99.20284,99.20077
2014-01-03 22:31:29.719,99.27623,17,8,2867,99.27256,99.26666
2014-01-03 22:36:29.719,99.33913,542,4,7293,99.3358,99.33753
2014-01-03 22:41:29.719,99.31347,609,6,8057,99.31459,99.31454
2014-01-03 22:46:29.719,99.15227,215,7,215,99.16038,99.25973
2014-01-03 22:51:29.719,99.19081,752,1,752,99.18928,99.1936
2014-01-03 22:56:29.719,99.00136,2528,1,4494,99.01075,99.00302
2014-01-03 23:01:29.719,98.98436,1007,5,1007,98.98568,98.98779
2014-01-03 23:06:29.719,98.90658,906,1,8060,98.91053,98.90719
2014-01-03 23:11:29.719,98.58908,1056,8,2127,98.60515,98.64008
2014-01-03 23:16:29.719,98.69925,1066,3,4209,98.69454,98.69752
2014-01-03 23:21:29.719,98.61989,2398,3,2407,98.62362,98.6263
2014-01-03 23:26:29.719,98.59974,456,2,1364,98.60094,98.60207
2014-01-03 23:31:29.719,98.61384,61,3,5033,98.61319,98.61366
2014-01-03 23:36:29.719,98.75319,341,3,5325,98.74619,98.7468
